Name;Gauss-Krueger E;Gauss-Krueger N
Stuvenborn, Am Sportfeld;3573633;5969110
Stuvenborn, Brook;3574721;5970952
Stuvenborn, Dorfplatz;3574151;5969540
Stuvenborn, Segeberger Straße;3574401;5969906
Sückau;3630628;5910611
Süderau, Doppelreihe;3533737;5965585
Süderau, Süderauer Riep 3;3534893;5964632
Süderau, Süderauerdorfstraße (Mitte);3536461;5966959
Süderau, Süderauerdorfstraße 15 (FWGH);3533768;5965923
Süderau, Süderauerdorfstraße 20;3533954;5966282
Süderau, Süderauerdorfstraße 28;3534986;5966827
Suderburg;3596474;5864559
Süderdeich (Ost);3510982;5964443
Süderelbe (Süd);3566075;5926965
Südergellersen, Georg-Cohrs-Weg;3586587;5898363
Südergellersen, Im Alten Dorfe;3586710;5898131
Südergellersen, Kirchgellerser Straße;3586750;5898702
Südergellersen, Stähwiesen;3586721;5899048
Süderquerweg 208;3577408;5920616
Süderquerweg 263;3576981;5920761
Süderquerweg 399;3576143;5921713
Süderstraße;3568375;5935366
Suerhop;3557068;5909686
Suerhop, Koppelweg;3556415;5908869
Sühlen;3587355;5970804
Suhrenkamp;3567179;5943575
Sülbeck, An den Eichen (L 221);3604332;5904835
Sülfeld, Am Markt;3581193;5963968
Sülfeld, Schule;3581431;5964029
Sülfeld, Sülfelder Brücke;3581924;5964479
Sülfeld, Vierthof;3579709;5964770
Sülfeld, Zuckerhut;3580452;5964378
Sülldorf;3552917;5939156
Sülldorfer Brooksweg;3550984;5938710
Sülldorfer Landstraße;3554603;5938640
Sülzbrack;3578149;5919253
Sumte;3625460;5907832
Sumte, Abzweig;3626080;5907941
Süschendorf, Kreuzung;3619113;5894698
Süschendorf, Ort;3619376;5894345
Susettestraße;3561408;5935396
Süttorf;3609241;5903023
Suurheid;3550969;5939322
Swebenhöhe;3573444;5942614
SWOP;3559352;5933714
Sydneystraße;3567441;5942038
Sylter Weg;3573237;5940435
Talkau, Breitenende;3603829;5939539
Talkau, Bundesstraße;3603963;5939455
Talkau, Kapellenstraße;3604236;5939288
Talkau, Kirche;3604257;5939269
Talkau, Rawischweg;3604515;5940221
Talweg;3558749;5927088
Tangendorf, Südausgang;3573174;5907487
Tangendorf, Westerberg;3573124;5908049
Tangstedt (OD), B 432;3572667;5955752
Tangstedt (OD), Bützberg;3572421;5955928
Tangstedt (OD), Eichholzkoppel;3572252;5956244
Tangstedt (OD), Harksheider Weg;3571133;5956525
Tangstedt (OD), Hauptstraße;3571740;5956368
Tangstedt (OD), Herrendamm;3571410;5956046
Tangstedt (OD), Puckaff;3571166;5954163
Tangstedt (OD), Rathaus;3571697;5956307
Tangstedt (OD), Schule;3571702;5955938
Tangstedt (OD), Wiesenweg;3571016;5955356
Tangstedt (OD), Ziegenkoppel;3570698;5954866
Tangstedt (PI), Brannenweg;3556820;5950401
Tangstedt (PI), Denkmal;3555796;5949771
Tangstedt (PI), Eichenstraße;3556659;5949932
Tangstedt (PI), Große Twiete;3556355;5950282
Tangstedt (PI), Grundschule;3556117;5950003
Tangstedt (PI), Grüne Twiete;3556540;5950497
Tangstedt (PI), Heidehofweg;3555654;5949045
Tangstedt (PI), Hesterhörn;3556286;5950169
Tangstedt (PI), Jacob-Behrmann-Weg;3556844;5949939
Tangstedt (PI), Kiemoorweg;3556537;5950371
Tangstedt (PI), Lehmkoppel;3555553;5948719
Tangstedt (PI), Steenacker;3555623;5949490
Tankenrader Berg;3600297;5981803
Tannenberg;3558398;5939546
Tanneneck;3562293;5958657
Tannenhof;3572411;5951142
Tannhäuserweg;3549684;5939637
Tarbek;3583110;5992482
Tarbek, Rosenhof;3582053;5992766
Tarpen;3566256;5948647
Tarpenbekstraße;3565218;5940774
Tatenberger Damm;3570939;5929524
Tatenberger Schleuse;3571604;5930118
Tegelsbarg (Nord);3570094;5948308
Tegelweg;3573335;5942183
Tellmer, Rosengarten;3586987;5886693
Tellmer, Tellmer Dorfstraße;3587280;5887388
Tempelberg, Haus-Nr. 55 Weggabelung;3556407;5923102
Tensfeld, Am Hohen Stein;3586379;5991038
Tensfeld, Bahnhofstraße;3586413;5991035
Tensfeld, Moorblick;3585843;5989688
Tensfeld, Siedlung;3586393;5991784
Terminal O'Swaldkai;3567251;5933535
Tespe, An Storchenneest;3594844;5918340
Tespe, Avendorfer Weg;3594612;5918036
Tespe, Avendorfer Weg (Süd);3594475;5918071
Tespe, Blumenstraße;3594910;5918965
Tespe, Eichenallee;3594212;5918481
Tespe, Elbuferstraße;3594416;5919267
Tespe, Niedersachsenring;3593944;5919895
Tespe, Schule;3594215;5919026
Tespe, Schulstraße;3594026;5918805
Tespe, Twiete;3593922;5919374
Tespe, Twiete (Nord);3594325;5919559
Tespe, Westerfeld;3593371;5920342
Tesperhude, Hudehof;3595258;5920140
Tesperhude, Strandweg;3595008;5919904
Testorf;3623398;5937322
Testorf, Ausbau;3624622;5937389
Teufelsbrück;3557267;5935342
Teufelsbrück (Fähre);3557330;5935474
Teufelsort;3579251;5920575
Thadenstraße (West);3563130;5936370
Theater im Hafen;3564658;5934805
Theisbrügge, Mühlenhafener Straße;3524597;5953979
Theisbrüggermoor 10;3522437;5953134
Theodor-Storm-Straße;3576930;5940811
Theodor-Yorck-Straße;3565685;5926287
Thesdorf;3553904;5946199
Thiedingreihe;3569435;5934082
Thielenstraße (Ost);3567321;5930411
Thielenstraße (West);3566675;5930575
Thieshope, Im Herrenkaben;3571858;5909234
Thieshope, Thieshoper Jägerberg;3571891;5909344
Thomasburg, Im Winkel;3610668;5901423
Thomasburg, Radenbecker Weg;3610534;5901026
Thomas-Mann-Straße;3573640;5944628
Thörlstraße;3563813;5926323
Tiedemannstraße;3561998;5939130
Tiefenbruch, Ort;3546907;5902517
Tiefstack;3570704;5933861
Tietzestraße;3555236;5937582
Tilsiter Straße;3571492;5940253
Tilsiter Straße (Mitte);3571873;5940465
Timmendorfer Straße;3574931;5941974
Timmerhorn, Klein Hansdorf Straße;3580563;5954328
Timmerhorn, Op'n Sand;3580624;5954186
Timmerhorn, Parkring;3580851;5954077
Timmerloh;3567506;5947841
Tinsdaler Heideweg;3549244;5938043
Tinsdaler Kirchenweg;3550272;5938004
Todendorf, Altenfeld;3589895;5952844
Todendorf, Altenfelder Straße 7;3589893;5952845
Todendorf, Hauptstraße;3589199;5952330
Todendorf, Höltenklink;3588680;5954444
Todendorf, Kalkuhle;3587768;5952436
Todendorf, Mehrzweckhaus;3589295;5952167
Todendorf, Moorweg;3588727;5953253
Todendorf, Rönnbaum;3589855;5951855
Todesfelde, Am Sportplatz;3577822;5974772
Todesfelde, Fredesdorfer Straße;3577425;5974030
Todesfelde, Friedrichshöh;3577122;5974085
Todesfelde, Meiereistraße;3577397;5974279
Todesfelde, Poggensahl;3576815;5974046
Todtglüsingen, Denkmal;3549035;5905906
Todtglüsingen, GS Lohberger Straße;3549341;5905804
Todtglüsingen, Heidkamp;3549619;5906103
Todtglüsingen, Osterkamp;3549754;5905911
Tonndorf;3574428;5940012
Tönnhausen, Alter Viedeich;3583329;5916813
Tönnhausen, Kolkweg;3583956;5916601
Tönnhausen, Oberdorfstraße;3584158;5916662
Tönnhausen, Oberdorfstraße (Kehre);3584214;5916586
Tönninger Weg;3556174;5937785
Tönningstedt;3581218;5964887
Tönningstedt, Auf dem Kamp;3581411;5964877
Toppenstedt, Alte Lüneburger Straße;3574560;5904231
Toppenstedt, Oberer Kirchweg;3574006;5904028
Toppenstedt, Tangendorfer Straße;3574137;5904406
Tornesch;3547289;5952023
Tornesch, Aalkamp;3548517;5952285
Tornesch, Akazienweg;3547337;5952933
Tornesch, Am Steinberg;3546714;5951727
Tornesch, Asperhorner Weg;3550471;5954002
Tornesch, Baumschulenweg;3547963;5952499
Tornesch, Erlenweg;3547338;5953748
Tornesch, Eschenweg;3547907;5951767
Tornesch, Fritz-Reuter-Schule;3547471;5952580
Tornesch, Großer Moorweg 45;3548508;5951942
Tornesch, Hypatia-Straße;3550917;5953740
Tornesch, Immanuel-Kant-Weg;3547714;5953164
Tornesch, Kiefernweg;3547152;5952498
Tornesch, Klaus-Groth-Schule;3546911;5951244
Tornesch, Lise-Meitner-Allee (Nord);3550220;5954302
Tornesch, Lise-Meitner-Allee (Süd);3550983;5953836
Tornesch, Norderstraße;3546903;5952372
Tornesch, Pastorendamm;3547155;5953200
Tornesch, Pfahlweg;3547437;5953441
Tornesch, Pinnauring;3547488;5951515
Tornesch, Post;3546974;5951938
Tornesch, Pracherdamm;3546696;5952718
Tornesch, Torneum;3548496;5951660
Tornesch, Uetersener Straße;3546567;5951381
Tostedt;3548863;5904673
Tostedt, Abzweigung Todtglüsingen;3549295;5907367
Tostedt, Alte Kleinbahn;3548349;5904530
Tostedt, Am Brook;3548868;5904251
Tostedt, Am Sande;3547621;5905729
Tostedt, Berliner Straße;3548046;5904957
Tostedt, Bertha-von-Suttner Weg;3548428;5905946
Tostedt, Bremer Straße / Altenheim;3546412;5905387
Tostedt, Buchenweg;3548516;5904912
Tostedt, Denkmal;3547205;5905762
Tostedt, Düvelshöpen;3547610;5904491
Tostedt, Glüsinger Weg;3548464;5905237
Tostedt, GS Poststraße;3547917;5905479
Tostedt, Himmelsweg;3547438;5905686
Tostedt, Homann / Altenheim;3549103;5905592
Tostedt, Lohwellsbrook;3549019;5903883
Tostedt, Mühlenweg;3547914;5905235
Tostedt, Riepshofer Weg;3548642;5904211
Tostedt, Schulzentrum;3547494;5904663
Tostedt, Todtglüsinger Straße/Feuerwehr;3548062;5905967
Tostedt, Unter den Linden;3547119;5905674
Tostedt, Waldstraße;3547659;5905599
Tostedt, Westbahnhof;3546728;5905591
Tostedt-Land, An der Heide;3543743;5902137
Tostedt-Land, Hutscher Weg 12;3543820;5902694
Tosterglope, Gut Horndorf;3620097;5897626
Tosterglope, Neuhauser Straße;3621882;5899060
Tosterglope, Siedlung;3621391;5898712
Tötensen, Auf der Schanze;3561088;5918780
Tötensen, Ginsterhof;3562254;5919565
Tötensen, Hagemannsweg;3561718;5920431
Tötensen, In der Pietsch;3561610;5919720
Tötensen, Metzendorfer Weg;3561667;5919494
Tötensen, Mittelweg;3561917;5920249
Tötensen, Westerhofer Straße;3561524;5919373
Tötensen, Woxdorfer Weg;3561835;5919974
Tötensen, Zum Sunder;3561523;5919319
Trabrennbahn;3573070;5941347
Trabrennbahn Bahrenfeld;3559192;5938398
Tralau, Heidick;3583985;5967217
Tralau, Mühlenberg;3585519;5968257
Tralau, Schulstraße 50;3584817;5967741
Tramm, Dreidorfer Weg 11;3606472;5938475
Tramm, Kirche;3607065;5938066
Trappenkamp, Danziger Straße;3579160;5990740
Trappenkamp, Gönnebeker Ring;3579028;5990931
Trappenkamp, Kirche;3579686;5990668
Trappenkamp, Schulen;3579583;5990210
Trappenkamp, ZOB;3580020;5990409
Travenhorst, Abzweigung;3596289;5987938
Travenhorst, Birkenhof;3594683;5988754
Travenhorst, Dorfstraße (Ost);3595732;5988563
Travenhorst, Dorfstraße (West);3595238;5988570
Travenhorst, Kamp;3593206;5989233
Travenhorst, Tewskoppel;3596680;5988154
Travenort;3595916;5987659
Traventhal, Brookredder;3586951;5974946
Traventhal, Lindenallee;3586752;5974863
Traventhal, Siedlung;3586690;5975380
Traventhal, Tegelbek;3588072;5974300
Trebelstraße;3557082;5941131
Trelde, Alte Bahnhofstraße;3552603;5908749
Trelde, B 3 Haus 19;3554209;5911527
Trelde, Kahlenberg;3552570;5909199
Trelde, Schule;3552524;5910097
Trelde, Schule (Kehre);3552475;5910169
Trelde, Tannengrund;3552785;5910145
Trelde, Trelder Berg;3554083;5910715
Trelde, Trelder Dorfstraße;3552967;5909927
Tremsbüttel, Feuerwehrhaus;3586469;5957604
Tremsbüttel, Fischbeker Weg;3586363;5958404
Tremsbüttel, Rehbrook;3587338;5956785
Tremsbüttel, Sattenfelder Weg;3587101;5959149
Tremsbüttel, Up de Vorburg;3586166;5957009
Trenthorst, Abzweig Grinau;3601181;5963043
Trenthorst, Gut;3600942;5963383
Trenthorst, Scharberg;3601476;5963640
Treptower Straße;3575261;5943087
Trettaustraße;3565813;5929603
Treudelberg;3572282;5949855
Treuholz, Alter Bahnhof;3594733;5960855
Treuholz, An der Barnitz;3594783;5960035
Treuholz, Fuhlenpott;3595034;5961195
Treuholz, Gut;3594281;5960558
Tribünenweg;3571706;5936991
Triftstraße;3562685;5925578
Trilluper Weg;3573372;5953488
Tripkau;3640780;5896575
Tripkau, Schule;3641823;5896705
Trittau, Alte Möllner Straße;3593800;5942495
Trittau, Alter Bahnhof;3592938;5944061
Trittau, Alter Markt;3592896;5943529
Trittau, Am Ridenbusch;3592796;5942210
Trittau, Billetal;3593232;5942063
Trittau, Famila;3592297;5943546
Trittau, Fehrsweg;3593023;5942105
Trittau, Feuerwerkerei;3592811;5941376
Trittau, Gadebuscher Straße;3593022;5942460
Trittau, Hamburger Straße;3593510;5942337
Trittau, Helmut-Ahrens-Straße;3592753;5942753
Trittau, Herrenruhmweg;3593559;5942329
Trittau, Hinschkoppel;3593070;5941842
Trittau, Otto-Hahn-Straße (Ost);3592860;5944620
Trittau, Otto-Hahn-Straße (West);3592120;5944400
Trittau, Polizei;3593116;5942620
Trittau, Rathaus;3593190;5942965
Trittau, Rudolf-Diesel-Straße;3592103;5943847
Trittau, Schulzentrum;3592622;5943615
Trittau, Stettiner Straße;3592480;5944151
Trittau, Technologiepark;3592263;5943395
Trittau, Vorburg;3593580;5942685
Trittau, Vorburgstraße;3593649;5942553
Trittau, Wiesenweg;3592260;5944163
Trittauerheide;3592092;5941933
Turnierstieg;3572326;5941487
Tüschenbek;3615268;5963283
Twielenfleth, Durchweg;3537862;5940296
Twielenfleth, Ehrenmal;3536646;5941047
Twielenfleth, Freibad;3537102;5941417
Twielenfleth, Hörne;3536929;5941604
Twielenfleth, Twielenfleth am Deich 50;3536545;5941906
Twielenfleth, Twielenfleth am Deich 70;3535963;5942113
Twielenfleth, Twielenflether Chaussee 28;3536593;5940639
Twietenkoppel;3574219;5949673
Twistering;3558450;5927727
U A Norderstedt Mitte;3565594;5953299
U Ahrensburg Ost;3582303;5948508
U Ahrensburg West;3580740;5948793
U Alsterdorf;3567085;5942197
U Alter Teichweg;3570571;5939983
U Baumwall;3565121;5935209
U Berne (Berner Heerweg);3575395;5944531
U Berne (Kriegkamp);3575469;5944477
U Billstedt;3573427;5935109
U Borgweg;3567331;5940425
U Buchenkamp;3578517;5947438
U Buckhorn (SEV);3575978;5948760
U Burgstraße;3569089;5936516
U Christuskirche;3563882;5938007
U Dehnhaide;3569040;5939256
U Emilienstraße;3563182;5938208
U Eppendorfer Baum;3565227;5939601
U Farmsen;3574040;5942331
U Feldstraße;3564288;5936642
U Fuhlsbüttel;3567934;5945069
U Fuhlsbüttel Nord;3567330;5945900
U Gänsemarkt;3565580;5936444
U Gänsemarkt (Valentinskamp);3565487;5936471
U Garstedt;3565150;5950802
U Großhansdorf;3585153;5948618
U Großhansdorf (Schaapkamp);3585102;5948697
U Habichtstraße;3569657;5940766
U Habichtstraße (SEV);3569596;5940717
U Habichtstraße (Steilshooper Straße);3569598;5940926
U HafenCity Universität;3566682;5934824
U Hagenbecks Tierpark;3562561;5940628
U Hagenbecks Tierpark(HSV-Shuttle);3562571;5940644
U Hallerstraße;3565564;5938371
U Hamburger Straße;3568672;5938677
U Hammer Kirche;3570040;5936510
U Hammer Kirche (Hammer Landstraße);3570148;5936460
U Hammer Kirche (SEV-Halt);3570005;5936469
U Hoheluftbrücke;3564721;5938998
U Hoisbüttel;3575861;5950297
U Horner Rennbahn;3571945;5936402
U Hudtwalckerstraße;3566041;5940758
U Kellinghusenstraße;3565727;5940148
U Kiekut;3584865;5947578
U Kiwittsmoor (SEV);3567216;5949638
U Klein Borstel;3568485;5944556
U Klein Borstel (Ersatzhalt);3568098;5944341
U Klosterstern;3565472;5939426
U Langenhorn Markt (Krohnstieg);3567271;5946935
U Langenhorn Markt (Tangstedter Landstraße);3567271;5946887
U Langenhorn Nord;3567389;5948274
U Lattenkamp;3565949;5941397
U Legienstraße;3572845;5935530
U Lohmühlenstraße;3567677;5936677
U Lübecker Straße;3568232;5937002
U Lutterothstraße;3562828;5939522
U Meiendorfer Weg;3576574;5945945
U Merkenstraße;3574810;5934737
U Meßberg;3566466;5935563
U Mümmelmannsberg;3576324;5933444
U Mundsburg;3568132;5938117
U Niendorf Markt;3563069;5943534
U Niendorf Nord;3562877;5945862
U Ochsenzoll;3566209;5950065
U Ohlstedt;3575162;5952132
U Osterstraße;3563084;5938722
U Osterstraße (Heußweg);3563159;5938880
U Rauhes Haus;3570657;5936356
U Richtweg (SEV);3565725;5952070
U Ritterstraße;3569241;5937808
U Rödingsmarkt;3565516;5935704
U Rödingsmarkt (Großer Burstah);3565619;5935664
U S Barmbek;3569206;5939999
U S Berliner Tor (Beim Strohhause);3567875;5936263
U S Berliner Tor (Bürgerweide);3568041;5936236
U S Elbbrücken;3567976;5934247
U S Elbbrücken (Baakenwerder Straße);3567859;5934388
U S Elbbrücken (Zweibrückenstraße);3568097;5934117
U S Jungfernstieg;3565872;5936198
U S Landungsbrücken;3564331;5935407
U S Ohlsdorf (Alsterdorfer Straße);3568392;5943648
U S Ohlsdorf (Fuhlsbüttler Straße);3568443;5943809
U S Ohlsdorf (Im Grünen Grunde);3568290;5943762
U S Sternschanze;3564072;5937395
U S Sternschanze (Kehre);3564263;5937415
U S Wandsbeker Chaussee;3570194;5938139
U S Wandsbeker Chaussee (Hammer Straße);3570369;5938142
U Saarlandstraße;3568492;5940051
U Schlump;3564382;5937805
U Schmalenbeck;3583559;5947637
U Sengelmannstraße;3567718;5942433
U Sierichstraße;3566451;5940372
U Steinfurther Allee;3575608;5935016
U Steinstraße;3566653;5935871
U Steinstraße (Deichtorplatz);3566741;5935735
U Stephansplatz;3565613;5936751
U St.Pauli;3564387;5935837
U Straßburger Straße;3570787;5939524
U Trabrennbahn (SEV);3573061;5941256
U Überseequartier;3566167;5934825
U Uhlandstraße;3568058;5937609
U Volksdorf;3576952;5947159
U Wandsbek Markt;3570868;5938400
U Wandsbek-Gartenstadt;3571324;5940606
U Wartenau;3568612;5937468
Überseequartier;3566302;5934801
Überseering (West);3567408;5941490
Überseezentrum;3567698;5933744
Uelzen;3604422;5871901
Uetersen, Achtern Diek;3543015;5950341
Uetersen, Alsenstraße;3545094;5951063
Uetersen, Am Eichholz;3545997;5950481
Uetersen, Am Gehölz;3544814;5951860
Uetersen, Am Seeth;3544583;5951133
Uetersen, Buttermarkt;3543446;5950408
Uetersen, Deichstraße 24;3542663;5949959
Uetersen, Denkmal;3544226;5950310
Uetersen, Dessaus Kamp;3543675;5951284
Uetersen, Eggerstedtsberg;3543984;5950714
Uetersen, Esinger Steinweg;3545447;5950749
Uetersen, Famila;3544612;5950191
Uetersen, Finkenbrook;3544107;5950214
Uetersen, Fourniermühlenweg;3545088;5950822
Uetersen, Friedrich-Ebert-Schule;3544549;5950719
Uetersen, Geschwister-Scholl-Haus;3545179;5950973
Uetersen, Großer Wulfhagen;3543865;5950520
Uetersen, Hallenbad;3544203;5950674
Uetersen, Heidweg;3543324;5951517
Uetersen, Heinrich-Heine-Straße;3545657;5950240
Uetersen, Herderstraße;3545350;5950275
Uetersen, J.-P.-Lange-Straße;3544771;5950914
Uetersen, Klaus-Groth-Straße;3544003;5951148
Uetersen, Klostermühle;3543320;5950897
Uetersen, Kreuzmoor;3543241;5951269
Uetersen, Langenhof;3543271;5951475
Uetersen, Langes Tannen;3544728;5951341
Uetersen, Mühlenstraße;3543240;5950850
Uetersen, Nils-Alwall-Weg;3546348;5951237
Uetersen, Ossenpadd;3545268;5951129
Uetersen, Ostbahnhof;3544811;5950064
Uetersen, Sandweg;3544856;5950395
Uetersen, Schanzenstraße;3544311;5951010
Uetersen, Schröders Tannen;3545686;5951166
Uetersen, Seminarstraße;3543642;5950780
Uetersen, Tantaus Allee;3544363;5950894
Uetersen, Wassermühlenstraße;3544181;5950397
Uetersen, Weidenkamp;3545839;5950679
Uferstraße;3568374;5937794
Uhlandstraße;3568104;5937508
UK Eppendorf;3564685;5940163
UK Eppendorf (Haupteingang);3564619;5940225
Ulmenliet;3579883;5929969
Ulzburg, Ahornweg;3564299;5963090
Ulzburg, Am Redder;3563573;5964892
Ulzburg, An der Pinnau;3564464;5961986
Ulzburg, Brahmkoppel;3564485;5964775
Ulzburg, Gutenbergstraße;3564509;5964137
Ulzburg, Heideweg;3564494;5964298
Ulzburg, Heinrich-Sebelien-Straße;3564545;5963680
Ulzburg, Immenhacken;3564296;5964373
Ulzburg, Kirche;3564634;5962441
Ulzburg, Krögerskoppel;3564193;5964116
Ulzburg, Kurt-Körber-Straße;3564190;5964775
Ulzburg, Lise-Meitner-Straße;3563783;5964592
Ulzburg, Margarete-Steiff-Straße;3563910;5964397
Ulzburg, Rostocker Straße;3564274;5962418
Ulzburg, Rotdornweg;3564316;5962875
Ulzburg, Rudolf-Diesel-Straße (Mitte);3562794;5964178
Ulzburg, Rudolf-Diesel-Straße (Ost);3563009;5964425
Ulzburg, Rudolf-Diesel-Straße (West);3562134;5964077
Ulzburg, Rudolf-Diesel-Straße 15;3562568;5964271
Ulzburg, Schulstraße;3564200;5962626
Ulzburg, Schulzentrum;3565417;5962643
Ulzburg, Segeberger Werkstätten;3564088;5964486
Ulzburg, Sportzentrum;3565384;5962930
Ulzburg Süd;3564224;5960705
Ulzburg, Ulzburger Straße;3564912;5964153
Ulzburg, Virchowring;3564726;5962705
Ulzburger Straße;3571200;5948580
Ulzburg-Süd, Auf dem Damm;3564785;5960417
Ulzburg-Süd, Birkenhof;3564557;5961265
Ulzburg-Süd, Birkenhof (Kehre);3564638;5961278
Ulzburg-Süd, Dammstücken;3565492;5960475
Ulzburg-Süd, Hogenmoor;3564631;5960332
Ulzburg-Süd, Kranichstraße;3564578;5960856
Ulzburg-Süd, Suhlenkamp;3564580;5960742
Undeloh, Osterdiecksfeld;3565426;5896639
Universität der Bundeswehr;3573317;5938241
Universität/Staatsbibliothek;3565298;5937425
Unterelbestraße;3564627;5926563
Unterer Landweg (Nord);3573722;5933324
Unterm Heilbrunnen;3581416;5928486
Up den Wiemen (EKZ Marmstorf);3563835;5923652
Uppenhof;3576859;5946908
Urenfleet;3552020;5932560
Vaale, Bollweg;3524940;5985713
Vaale, Heinrich-Wolgast-Straße;3523973;5985136
Vaale, Norderstraße;3524531;5985428
Vaale, Schule;3524688;5985695
Vaale, Vierth;3523128;5984460
Vaalermoor, Nordende 15;3522144;5983665
Vaalermoor, Westende 6;3521750;5983089
Vaensen;3558800;5913436
Vaensen, Stucksberg;3558341;5914354
Vaerloh, Ort;3540834;5905332
Vaerloh, Siedlung;3542032;5904950
Vahrendorf, Am Langen Stein;3559775;5922902
Vahrendorf, Appelbütteler Straße;3561166;5922847
